phrase,stage,freq,success,success_rate
Is there a specific doctor you've heard or is there somebody that you did wanna use?,Needs Analysis,1,1,1.0
How many different doctors are you seeing right now?,Needs Analysis,1,1,1.0
Do you have prescriptions that you pay for or have high co-pays for?,Needs Analysis,1,1,1.0
Are you getting the food card with that?,Needs Analysis,1,1,1.0
"How much are you paying right now on co pays when you go see, like, a specialist doctor?",Needs Analysis,1,1,1.0
Do you have problems with like diabetes or issues with your heart or strokes?,Needs Analysis,1,1,1.0
"Do you have issues with, like, diabetes or issues with your heart as well?",Needs Analysis,1,1,1.0
Do you go to the hospital often?,Needs Analysis,1,1,1.0
You don't go to the doctor a lot or anything like that?,Needs Analysis,1,1,1.0
"Are there any other doctors, like specialists or dentists that I need to look up for you to make sure that they would be in network?",Needs Analysis,1,1,1.0
Are you planning on to get any type of dental care this year?,Needs Analysis,1,1,1.0
What benefits do you use the most with your health care?,Needs Analysis,1,1,1.0
Are there any that we wanna make sure are in network for him?,Needs Analysis,1,1,1.0
Any concerns with your current coverage?,Needs Analysis,1,1,1.0
Is there anything else?,Needs Analysis,1,1,1.0
"If you wanna call and make a dentist appointment, you can do that.",Needs Analysis,1,1,1.0
Do you have any medications for the following conditions?,Needs Analysis,1,1,1.0
How do you use your dental benefits?,Needs Analysis,1,1,1.0
Have you served in the US Armed Forces?,Needs Analysis,1,1,1.0
Are you taking anything for the following conditions?,Needs Analysis,1,1,1.0
Do you have any chronic condition?,Needs Analysis,1,1,1.0
"Do you take any prescription meds for, like, diabetes or a heart condition?",Needs Analysis,1,1,1.0
"You don't reside in a nursing home or assisted living facility, do you?",Needs Analysis,1,1,1.0
Are there any prescriptions you would like me to review?,Needs Analysis,1,1,1.0
Do you have maybe you have my old number?,Needs Analysis,1,1,1.0
What is your main benefit?,Needs Analysis,1,1,1.0
Are you seeing more than one specialist?,Needs Analysis,1,1,1.0
What happens if I don't have insurance?,Needs Analysis,1,1,1.0
How long does it usually take?,Needs Analysis,1,1,1.0
What is the benefits that are most important to you right now?,Needs Analysis,1,1,1.0
"Is dental covered at the VA or, vision?",Needs Analysis,1,1,1.0
"Where do you get your medications, refilled at?",Needs Analysis,1,1,1.0
Did you physically go to the place where they do Medicaid?,Needs Analysis,1,1,1.0
Do you need any help with any of the following daily living activities?,Needs Analysis,1,1,1.0
"Does he make his own health care decisions, or is that you that does that?",Needs Analysis,1,1,1.0
When did you find out you lost your Medicaid?,Needs Analysis,1,1,1.0
What can I do to get it back?,Needs Analysis,1,1,1.0
Do you have heart issues or diabetes?,Needs Analysis,1,1,1.0
Do you need to use any dental?,Needs Analysis,1,1,1.0
Do you get all of your prescriptions to the VA as well?,Needs Analysis,1,1,1.0
"Do you have any benefit from employer, union, TRICARE, or VA?",Needs Analysis,1,1,1.0
How much is in your bank account?,Needs Analysis,1,1,1.0
What carrier are you with? Do you know?,Needs Analysis,1,1,1.0
Are we looking at benefits for only him or for maybe you as well?,Needs Analysis,1,1,1.0
Are they charging you anything right now?,Needs Analysis,1,1,1.0
Are you currently receiving any sort of grocery benefit or help paying for rent and utilities?,Needs Analysis,1,1,1.0
How much do they charge you?,Needs Analysis,1,1,1.0
"So you said the things that are most important to you are gonna be the dental, the vision, and the money back?",Needs Analysis,1,1,1.0
What about over the counter?,Needs Analysis,1,1,1.0
"Any if I had plans in the area that were designed for people who had, like, diabetes or a heart condition?",Needs Analysis,1,1,1.0
How much Trilogy do you have right now?,Needs Analysis,1,1,1.0
What are we looking for?,Needs Analysis,1,1,1.0
What benefits are you looking for right now?,Needs Analysis,1,1,1.0
"Do you have any coverage that might be from an employer, a former employer, maybe a union, or any military benefits like VA or TRICARE?",Needs Analysis,1,1,1.0
Do you happen to have any specialist doctors right now?,Needs Analysis,1,1,1.0
What is the name of the medicine?,Needs Analysis,1,1,1.0
How often are you seeing these specialists right now?,Needs Analysis,1,1,1.0
Are you getting all the benefits that you need?,Needs Analysis,1,1,1.0
Do you have a email address you would like to get added to your account?,Needs Analysis,1,1,1.0
Do you take any medications now?,Needs Analysis,1,1,1.0
Do you use the VA for all your medications and your doctors?,Needs Analysis,1,1,1.0
What else you got there that's new?,Needs Analysis,1,1,1.0
Are you planning to move?,Needs Analysis,1,1,1.0
Are you taking any prescription meds right now?,Needs Analysis,1,1,1.0
"Do you have issues with, like, diabetes or any issues with your heart?",Needs Analysis,1,1,1.0
How much do you pay the co pay each month right now total?,Needs Analysis,1,1,1.0
Are you needing any dental work right now as well?,Needs Analysis,1,1,1.0
Any other important medical things we should take into consideration that you need?,Needs Analysis,1,1,1.0
What is your monthly income?,Needs Analysis,1,1,1.0
How often do you see your doctors or specialists?,Needs Analysis,1,1,1.0
How about the Aetna Medicare Florida Explorer Premier PPO?,Needs Analysis,1,1,1.0
"How much are they just out of curiosity, because I don't know, how much were they charging you for that?",Needs Analysis,1,1,1.0
Do you need transportation or are you still driving?,Needs Analysis,1,1,1.0
Are you looking for something with that?,Needs Analysis,1,1,1.0
What about the vision?,Needs Analysis,1,1,1.0
"Is there anything that's, that's that you're not happy about that you'd like to have more of?",Needs Analysis,1,1,1.0
What's the one main thing you like about that WellCare plan?,Needs Analysis,1,1,1.0
Do you have a primary at the moment?,Needs Analysis,1,1,1.0
Do you know where you got your oxygen tank in the first place?,Needs Analysis,1,1,1.0
"Are you taking a lot of medications, or what what are you taking right now?",Needs Analysis,1,1,1.0
"If you wanted to get a motorized vehicle or a wheelchair, how does one go about getting one?",Needs Analysis,1,1,1.0
Do you have a problem with your circulation?,Needs Analysis,1,1,1.0
"Do you typically have to pay co pays, or are they all usually $0?",Needs Analysis,1,1,1.0
Do you need any teeth work done?,Needs Analysis,1,1,1.0
What about Dale Holly?,Needs Analysis,1,1,1.0
Is it okay that I call you Eddie?,Needs Analysis,1,1,1.0
"Do you receive any medical benefits from an employer or union at all, Louis?",Needs Analysis,1,1,1.0
How much do you get for the new card right now?,Needs Analysis,1,1,1.0
"What benefits would you like to see increased, if anything?",Needs Analysis,1,1,1.0
Are you rather healthy?,Needs Analysis,1,1,1.0
Do they help you at all in that aspect?,Needs Analysis,1,1,1.0
Is there anything in particular that you would like to see that you can get more than?,Needs Analysis,1,1,1.0
How often do you see your specialty doctors?,Needs Analysis,1,1,1.0
How often are you at the specialist?,Needs Analysis,1,1,1.0
"What's the one big thing you like about your Aetna plan right now, sir?",Needs Analysis,1,1,1.0
What about the over the counter?,Needs Analysis,1,1,1.0
Are we looking at benefits for only you today or for maybe another friend or family member?,Needs Analysis,1,1,1.0
"Do you get any other coverage, like, from the employer?",Needs Analysis,1,1,1.0
Do you have any other specialists that you were seeing?,Needs Analysis,1,1,1.0
"Do you have any family doctor, especially as a doctor, dentist, hospital?",Needs Analysis,1,1,1.0
Have you considered looking to see if there are any plans that give you some money back?,Needs Analysis,1,1,1.0
How much are you paying for doctor visits with your Aetna?,Needs Analysis,1,1,1.0
When did you speak with them and they told you that you're you had a year?,Needs Analysis,1,1,1.0
"What is the pharmacy that you use, sir, to pick up your prescriptions?",Needs Analysis,1,1,1.0
Did you already take care of all of that?,Needs Analysis,1,1,1.0
"Do you have any chronic condition, anything, like, with your heart, diabetes, anything like that?",Needs Analysis,1,1,1.0
"Do you have any benefits right now through, like, an employer, union, military, anything like that?",Needs Analysis,1,1,1.0
Were there any other reasons why you were a little bit hesitant?,Needs Analysis,1,1,1.0
"With your plan that you have right now with Humana, do you receive any financial help for groceries?",Needs Analysis,1,1,1.0
Do you wear any glasses or contacts?,Needs Analysis,1,1,1.0
How many times do you see this family doctor each year?,Needs Analysis,1,1,1.0
Does your mom have any chronic conditions?,Needs Analysis,1,1,1.0
What other benefits might you not be currently getting?,Needs Analysis,1,1,1.0
How long ago did you apply for Medicaid?,Needs Analysis,1,1,1.0
"What about, like, dental? Is that important to you?",Needs Analysis,1,1,1.0
You mentioned that you need higher and over the counter.,Needs Analysis,1,1,1.0
"Do you need coverage for hearing to have, like, your hearing or balance issues checked?",Needs Analysis,1,1,1.0
You do have that fibromyalgia.,Needs Analysis,1,1,1.0
Are you or should we benefit or help paying for over the counter and utilities?,Needs Analysis,1,1,1.0
Are you seeing a specialist or just your primary currently?,Needs Analysis,1,1,1.0
Is that something that was most important to you to get a little bit more in the food card?,Needs Analysis,1,1,1.0
Are you using the veterans network at all?,Needs Analysis,1,1,1.0
Can I get extra money for if I have to go back to the hospital?,Needs Analysis,1,1,1.0
Would you say you have any type of chronic health conditions?,Needs Analysis,1,1,1.0
How often do you see the specialist?,Needs Analysis,1,1,1.0
Is there anything you need?,Needs Analysis,1,1,1.0
What do you pay for your prescriptions now?,Needs Analysis,1,1,1.0
Have you been able to use it okay?,Needs Analysis,1,1,1.0
What would you like to have more of when it comes to your health care coverage?,Needs Analysis,1,1,1.0
"Do you have Medicaid with your Medicare, or do you just have Medicare?",Needs Analysis,1,1,1.0
What do you use your Humana card for?,Needs Analysis,1,1,1.0
Do you have any prescriptions that you would like for me to look up?,Needs Analysis,1,1,1.0
Do you have a heart condition or anything like that?,Needs Analysis,1,1,1.0
What is your preferred pharmacy?,Needs Analysis,1,1,1.0
"Is your glasses gonna be expensive, you think?",Needs Analysis,1,1,1.0
Are you currently also taking any prescription medication as well that you'd like to have covered?,Needs Analysis,1,1,1.0
Are you using your CHAMPVA for anything when you go to the hospital?,Needs Analysis,1,1,1.0
"Do you have any family doctor, specialist doctor, dentist, hospital, medical facility you want to keep?",Needs Analysis,1,1,1.0
Is Daniel Stamps your primary doctor or Jessica Phillips?,Needs Analysis,1,1,1.0
"Do you have Medicaid, ma'am?",Needs Analysis,1,1,1.0
Has anything gone down or changed with your Aetna plan that you're aware of?,Needs Analysis,1,1,1.0
"Whenever it comes to going to your doctor visits, then how much do you typically have to pay out of pocket?",Needs Analysis,1,1,1.0
Do you go to the specialist very often?,Needs Analysis,1,1,1.0
Is there anything in particular that you're missing out on?,Needs Analysis,1,1,1.0
How much do you pay for going to the specialist?,Needs Analysis,1,1,1.0
Do you see a lot of specialists?,Needs Analysis,1,1,1.0
How's your dental doing?,Needs Analysis,1,1,1.0
What's the most important benefit that you're looking for in a plan?,Needs Analysis,1,1,1.0
Do you need prescriptions possibly?,Needs Analysis,1,1,1.0
What else is important regarding coverage?,Needs Analysis,1,1,1.0
Are you seeing out of network doctors?,Needs Analysis,1,1,1.0
Are you currently receiving a grocery benefit or help paying for over the counter and utility needs?,Needs Analysis,1,1,1.0
Do you make your own health care related decisions?,Needs Analysis,1,1,1.0
Are you seeing any specialist at the moment?,Needs Analysis,1,1,1.0
